"","sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"1","mahmoud.wav","0",20,0.187560960407882,0.0576518946919444,0.156470588235294,0.144117647058824,0.253235294117647,0.109117647058824,2.94882622569712,14.1882093852699,0.828326165759876,0.195657911263788,0.152352941176471,0.187560960407882,0,0.138664079825601,0.119402985074627,0.148148148148148,0.32421875,0.125,0.6953125,0.5703125,0.5
